"S","M","Amu","d_z","P.alpha","P.gamma","P.slope","E.slope","type"
10,10,-0.9,2.6,0.0461111111111111,0,-0.00461111111111111,-0.04,"Positive DD"
100,10,-0.9,2.6,0.002,0,-2e-04,-0.02,"Positive DD"
10,100,-0.9,2.6,0.0902103174603175,0,-0.00902103174603175,-0.076,"Positive DD"
100,100,-0.9,2.6,0.000601010101010101,0,-6.01010101010101e-05,-0.006,"Positive DD"
10,10,-0.5,2.6,0.282857142857143,0,-0.0282857142857143,-0.18,"Positive DD"
100,10,-0.5,2.6,0.00401010101010101,0,-0.000401010101010101,-0.04,"Positive DD"
10,100,-0.5,2.6,0.0865277777777778,0,-0.00865277777777778,-0.08,"Positive DD"
100,100,-0.5,2.6,0.00190812203669347,0,-0.000190812203669347,-0.019,"Positive DD"
10,10,-0.1,2.6,0.372142857142857,0,-0.0372142857142857,-0.19,"Positive DD"
100,10,-0.1,2.6,0.102252022380336,0,-0.0102252022380336,-1.01,"Positive DD"
10,100,-0.1,2.6,0.464019841269841,0,-0.0464019841269841,-0.285,"Positive DD"
100,100,-0.1,2.6,0.0433667015745991,0,-0.00433667015745991,-0.413,"Positive DD"
10,10,-0.9,2.8,0.0236111111111111,0,-0.00236111111111111,-0.02,"Positive DD"
100,10,-0.9,2.8,0,0,0,0,"Positive DD"
10,100,-0.9,2.8,0.0476944444444444,0,-0.00476944444444444,-0.046,"Positive DD"
100,100,-0.9,2.8,4e-04,0,-4e-05,-0.004,"Positive DD"
10,10,-0.5,2.8,0.03,0,-0.003,-0.03,"Positive DD"
100,10,-0.5,2.8,0.003,0,-3e-04,-0.03,"Positive DD"
10,100,-0.5,2.8,0.0348452380952381,0,-0.00348452380952381,-0.032,"Positive DD"
100,100,-0.5,2.8,7e-04,0,-7e-05,-0.007,"Positive DD"
10,10,-0.1,2.8,0.206071428571429,0.1,-0.0106071428571429,-0.03,"Positive DD"
100,10,-0.1,2.8,0.0425766931253975,0,-0.00425766931253975,-0.41,"Positive DD"
10,100,-0.1,2.8,0.241333333333333,0,-0.0241333333333333,-0.164,"Positive DD"
100,100,-0.1,2.8,0.0459001523985393,0,-0.00459001523985393,-0.437,"Positive DD"
10,10,-0.9,3,0.0125,0,-0.00125,-0.01,"Positive DD"
100,10,-0.9,3,0,0,0,0,"Positive DD"
10,100,-0.9,3,0.0263611111111111,0,-0.00263611111111111,-0.026,"Positive DD"
100,100,-0.9,3,0,0,0,0,"Positive DD"
10,10,-0.5,3,0.03,0,-0.003,-0.03,"Positive DD"
100,10,-0.5,3,0,0,0,0,"Positive DD"
10,100,-0.5,3,0.043047619047619,0,-0.0043047619047619,-0.038,"Positive DD"
100,100,-0.5,3,6e-04,0,-6e-05,-0.006,"Positive DD"
10,10,-0.1,3,0.256190476190476,0,-0.0256190476190476,-0.16,"Positive DD"
100,10,-0.1,3,0.0323661100803958,0,-0.00323661100803958,-0.32,"Positive DD"
10,100,-0.1,3,0.202884920634921,0,-0.0202884920634921,-0.18,"Positive DD"
100,100,-0.1,3,0.0355248465868127,0,-0.00355248465868127,-0.339,"Positive DD"
